Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,81.379997,82.230003,80.5,81.949997,69.226295,1010100
2010-01-05,81.91999799999999,81.949997,80.559998,81.779999,69.08266400000001,1209300
2010-01-06,81.730003,82.440002,80.870003,81.059998,68.474487,1335100
2010-01-07,81.730003,83.489998,81.059998,82.800003,69.94435899999999,1567300
2010-01-08,82.43,84.730003,82.43,84.559998,71.431053,1357200
2010-01-11,84.82,85.16999799999999,83.879997,84.019997,70.974899,848100
2010-01-12,83.239998,83.239998,81.550003,82.349998,69.564171,852600
2010-01-13,83.07,83.360001,82.029999,83.07,70.172386,721300
2010-01-14,82.809998,84.0,82.75,83.16999799999999,70.25688199999999,592500
2010-01-15,83.139999,83.849998,81.949997,82.300003,69.521935,728600
2010-01-19,82.0,82.690002,81.339996,82.639999,69.809158,703800
2010-01-20,82.25,82.25,80.019997,81.360001,68.727905,981200
2010-01-21,81.25,81.589996,78.099998,78.83000200000001,66.590698,1368200
2010-01-22,78.16999799999999,78.959999,75.940002,77.57,65.526352,2366900
2010-01-25,79.339996,79.389999,76.029999,76.720001,64.808296,1076100
2010-01-26,76.349998,77.449997,75.349998,76.099998,64.284584,996300
2010-01-27,75.790001,76.370003,74.540001,75.879997,64.098732,848700
2010-01-28,76.050003,76.879997,74.75,75.68,63.929779,1024900
2010-01-29,76.120003,76.980003,74.870003,75.18,63.507404,1282300
2010-02-01,75.629997,76.32,75.33000200000001,76.059998,64.250786,1160200
2010-02-02,78.860001,83.269997,78.849998,82.230003,69.462822,5826000
2010-02-03,81.260002,82.57,80.58000200000001,82.08000200000001,69.336105,2072800
2010-02-04,80.93,81.059998,78.379997,78.629997,66.421776,2354100
2010-02-05,78.449997,79.099998,73.300003,76.120003,64.30148299999999,2661100
2010-02-08,76.190002,77.379997,74.25,75.610001,63.87064,1987600
2010-02-09,76.800003,78.230003,75.18,77.879997,65.7882,1725000
2010-02-10,77.949997,78.709999,76.379997,77.639999,65.585495,1134600
2010-02-11,77.93,80.480003,77.389999,80.339996,67.866264,1273100
2010-02-12,79.029999,81.25,79.029999,81.16999799999999,68.567398,1163000
2010-02-16,80.370003,82.389999,79.690002,82.309998,69.530396,1473700
2010-02-17,82.199997,83.209999,82.029999,83.059998,70.163948,975500
2010-02-18,82.889999,84.849998,82.029999,84.559998,71.431053,1501500
